Date (YYYY-MM-DD),Carrier Code,Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
2020-01-07,DL,2594,N341NW,ATL,-4
2020-01-07,DL,2595,N323US,ATL,-5
2020-01-07,DL,2602,N376DN,ATL,-10
2020-01-07,DL,2638,N391DN,ATL,-7
2020-01-07,DL,2799,N361DN,ATL,-6
2020-01-07,DL,2811,N346DN,ATL,13
2020-01-07,DL,2909,N390DN,ATL,-8
2020-01-07,DL,2945,N343NW,DTW,-6
2021-01-07,DL,317,N538US,LAX,-1
2021-01-07,DL,416,N306DN,ATL,-2
2021-01-07,DL,432,N366DX,ATL,-3
2021-01-07,DL,440,N337NW,ATL,-5
2021-01-07,DL,457,N344DN,ATL,-2
2021-01-07,DL,464,N366DX,ATL,25
2021-01-07,DL,476,N339DN,ATL,-8
2021-01-07,DL,777,N394DA,SLC,-2
2021-01-07,DL,1559,N343DN,DTW,5
2021-01-07,DL,2006,N365NB,DTW,-2
2021-01-07,DL,2226,N334NW,ATL,-1
2021-01-07,DL,2276,N354NB,DTW,-7
2022-01-07,DL,306,N384DN,ATL,-6
2022-01-07,DL,307,N389DN,ATL,0
2022-01-07,DL,342,N710TW,LAX,-2
2022-01-07,DL,361,N109DN,ATL,-5
2022-01-07,DL,395,N317US,ATL,-9
2022-01-07,DL,418,N371DN,ATL,6
2022-01-07,DL,457,N338NW,ATL,-8
2022-01-07,DL,459,N316DN,ATL,0
2022-01-07,DL,464,N319US,ATL,-3
2022-01-07,DL,528,N377NW,ATL,0
2022-01-07,DL,538,N317DN,ATL,-3
2022-01-07,DL,760,N6712B,SLC,5
2022-01-07,DL,1343,N351NB,MSP,16
2022-01-07,DL,1530,N337NB,DTW,-7
2022-01-07,DL,1637,N335NW,DTW,-16
2022-01-07,DL,1740,N365NW,MSP,-6
2022-01-07,DL,2244,N369DN,MSP,4
2022-01-07,DL,2289,N355NB,MSP,-2
2022-01-07,DL,2623,N116DU,DTW,-6
2022-01-07,DL,2660,N367DN,ATL,59
2022-01-07,DL,2675,N334NW,MSP,31
2022-01-07,DL,2885,N301DU,DTW,-5
2022-01-07,DL,2995,N336NB,DTW,-4
2023-01-07,DL,306,N353NW,ATL,3
2023-01-07,DL,342,N722TW,LAX,-2
2023-01-07,DL,418,N356NW,ATL,82
2023-01-07,DL,457,N325US,ATL,-5
2023-01-07,DL,464,N109DN,ATL,-2
2023-01-07,DL,472,N517DN,SLC,92
2023-01-07,DL,528,N351NB,ATL,-9
2023-01-07,DL,560,N327NW,ATL,53
2023-01-07,DL,910,N374NW,ATL,-6
2023-01-07,DL,1522,N329NW,ATL,-5
2023-01-07,DL,1740,N348NW,MSP,-7
2023-01-07,DL,2093,N318NB,MSP,-3
2023-01-07,DL,2244,N330NB,MSP,0
2023-01-07,DL,2623,N321NB,DTW,14
2023-01-07,DL,2675,N365NB,MSP,-6
2023-01-07,DL,2875,N348NB,DTW,1
2023-01-07,DL,2885,N323NB,DTW,18
2023-01-07,DL,2995,N321NB,DTW,-9
2024-01-07,DL,330,N349NW,ATL,0
2024-01-07,DL,380,N370NW,ATL,-4
2024-01-07,DL,392,N705TW,LAX,35
2024-01-07,DL,410,N335NW,ATL,-7
2024-01-07,DL,426,N319US,ATL,16
2024-01-07,DL,451,N307DX,ATL,4
2024-01-07,DL,455,N356NW,ATL,-3
2024-01-07,DL,467,N371NB,MSP,-7
2024-01-07,DL,553,N536DN,SLC,27
2024-01-07,DL,759,N372NW,ATL,4
2024-01-07,DL,832,N321US,ATL,-5
2024-01-07,DL,850,N325US,ATL,-3
2024-01-07,DL,918,N324US,ATL,-1
2024-01-07,DL,959,N357NW,ATL,0
2024-01-07,DL,1165,N371NB,MSP,-7
2024-01-07,DL,1435,N341NB,DTW,0
2024-01-07,DL,1475,N314NB,DTW,-5
2024-01-07,DL,2280,N352NB,MSP,-1
2024-01-07,DL,2309,N329NW,MIA,-8
2024-01-07,DL,2476,N344NB,DTW,10
2024-01-07,DL,2698,N352NB,MSP,-5
2024-01-07,DL,2729,N356NW,MCO,-6
2024-01-07,DL,2953,N369NW,MCO,8
2020-01-08,DL,431,N328NW,DTW,-15
2020-01-08,DL,832,N671DN,SLC,-7
2020-01-08,DL,839,N348NW,ATL,-5
2020-01-08,DL,952,N366DX,MSP,-9
2020-01-08,DL,1139,N357DN,ATL,-7
2020-01-08,DL,1167,N346DN,DTW,-2
2020-01-08,DL,1376,N345NB,MSP,-7
2020-01-08,DL,1421,N363DN,DTW,-2
2020-01-08,DL,1464,N346NB,MSP,-11
2020-01-08,DL,1515,N391DN,MSP,-3
2020-01-08,DL,1631,N711ZX,LAX,-6
2020-01-08,DL,1764,N342NB,MSP,-8
2020-01-08,DL,1790,N939AT,DTW,-8
2020-01-08,DL,1960,N366NW,DTW,-4
2020-01-08,DL,1963,N339DN,ATL,-4
2020-01-08,DL,2086,N956AT,JFK,-10
2020-01-08,DL,2238,N367DN,ATL,-11
2020-01-08,DL,2267,N361NB,DTW,-5
2020-01-08,DL,2349,N379DN,ATL,-7
2020-01-08,DL,2409,N381DZ,MSP,-6
2020-01-08,DL,2594,N311DN,ATL,-4
2020-01-08,DL,2595,N352NW,ATL,-7
2020-01-08,DL,2602,N392DN,ATL,-7
2020-01-08,DL,2638,N362DN,ATL,-11
2020-01-08,DL,2799,N329DN,ATL,-7
2020-01-08,DL,2811,N904DE,ATL,-2
2020-01-08,DL,2909,N351DN,ATL,-16
2020-01-08,DL,2945,N374NW,DTW,-11
2021-01-08,DL,317,N537US,LAX,-1
2021-01-08,DL,416,N335DN,ATL,-7
2021-01-08,DL,432,N350DN,ATL,-5
2021-01-08,DL,440,N345NW,ATL,59
2021-01-08,DL,457,N332NW,ATL,-5
2021-01-08,DL,464,N358DN,ATL,41
2021-01-08,DL,476,N106DN,ATL,97
2021-01-08,DL,777,N3772H,SLC,-4
2021-01-08,DL,1559,N365NB,DTW,-6
2021-01-08,DL,2006,N365NB,DTW,-5
2021-01-08,DL,2226,N365NW,ATL,-5
2021-01-08,DL,2276,N354NB,DTW,-7
2022-01-08,DL,306,N360DN,ATL,-3
2022-01-08,DL,307,N329DN,ATL,-10
2022-01-08,DL,342,N717TW,LAX,1
2022-01-08,DL,361,N321US,ATL,-5
2022-01-08,DL,418,N305DN,ATL,-3
2022-01-08,DL,457,N377NW,ATL,0
2022-01-08,DL,459,N374DX,ATL,-11
2022-01-08,DL,464,N355NW,ATL,-7
2022-01-08,DL,528,N374NW,ATL,-2
2022-01-08,DL,538,N346NB,ATL,-6
2022-01-08,DL,760,N665DN,SLC,3
2022-01-08,DL,1343,N366NB,MSP,-8
2022-01-08,DL,1530,N130DU,DTW,-7
2022-01-08,DL,1637,N129DU,DTW,-11
2022-01-08,DL,1740,N340NW,MSP,-8
2022-01-08,DL,2244,N321DH,MSP,-6
2022-01-08,DL,2289,N347NB,MSP,-6
2022-01-08,DL,2623,N120DU,DTW,-10
2022-01-08,DL,2660,N367DN,ATL,15
2022-01-08,DL,2675,N337NW,MSP,26
2022-01-08,DL,2885,N126DU,DTW,-7
2022-01-08,DL,2995,N349NB,DTW,-3
2023-01-08,DL,306,N372NW,ATL,-2
2023-01-08,DL,342,N721TW,LAX,73
2023-01-08,DL,418,N329NW,ATL,12
2023-01-08,DL,457,N343DN,ATL,2
2023-01-08,DL,464,N378DN,ATL,8
2023-01-08,DL,472,N522DA,SLC,20
2023-01-08,DL,528,N350NA,ATL,-6
2023-01-08,DL,560,N329NW,ATL,3
2023-01-08,DL,910,N373NW,ATL,-3
2023-01-08,DL,1343,N326NB,MSP,7
2023-01-08,DL,1522,N367NW,ATL,2
2023-01-08,DL,1637,N3753,DTW,-4
2023-01-08,DL,1740,N363NW,MSP,-6
2023-01-08,DL,2093,N365NB,MSP,38
2023-01-08,DL,2206,N338NW,ATL,62
2023-01-08,DL,2244,N351NW,MSP,9
2023-01-08,DL,2327,N343DN,ATL,33
2023-01-08,DL,2623,N328NB,DTW,-7
2023-01-08,DL,2675,N346NB,MSP,-8
2023-01-08,DL,2875,N321NB,DTW,7
2023-01-08,DL,2885,N342NW,DTW,-12
2023-01-08,DL,2995,N115DU,DTW,-6
2024-01-08,DL,330,N331NW,ATL,-4
2024-01-08,DL,343,N356NW,ATL,-7
2024-01-08,DL,380,N378NW,ATL,-4
2024-01-08,DL,392,N727TW,LAX,-3
2024-01-08,DL,410,N323US,ATL,-4
2024-01-08,DL,426,N374NW,ATL,-2
2024-01-08,DL,455,N362NW,ATL,-8
2024-01-08,DL,507,N325US,ATL,-3
2024-01-08,DL,553,N549DN,SLC,-3
2024-01-08,DL,832,N372NW,ATL,-17
2024-01-08,DL,950,N323US,ATL,-6
2024-01-08,DL,1003,N372NW,MCO,-4
2024-01-08,DL,1019,N336NB,MSP,-3
2024-01-08,DL,1064,N336NB,MSP,10
2024-01-08,DL,1085,N327NB,DTW,-9
2024-01-08,DL,1138,N359NB,MSP,-10
2024-01-08,DL,1193,N339NB,MSP,-11
2024-01-08,DL,1212,N365NW,ATL,1
2024-01-08,DL,1326,N314DU,DTW,3
2024-01-08,DL,1493,N368NW,MSP,-7
2024-01-08,DL,1534,N372NW,ATL,3
2024-01-08,DL,1651,N327NB,DTW,-7
2024-01-08,DL,2351,N370NW,MCO,0
2024-01-08,DL,2576,N331NW,MIA,-12
2024-01-08,DL,2849,N323NB,DTW,-6
2020-01-09,DL,431,N373NW,DTW,-2
2020-01-09,DL,832,N6706Q,SLC,-5
2020-01-09,DL,839,N368NW,ATL,-3
2020-01-09,DL,952,N376DN,MSP,-8
2020-01-09,DL,1139,N362DN,ATL,-7
2020-01-09,DL,1167,N339DN,DTW,-4
2020-01-09,DL,1376,N345NB,MSP,79
2020-01-09,DL,1421,N343DN,DTW,-5
2020-01-09,DL,1464,N340NB,MSP,-7
2020-01-09,DL,1515,N370DN,MSP,-5
2020-01-09,DL,1631,N702TW,LAX,0
2020-01-09,DL,1764,N345NB,MSP,-6
2020-01-09,DL,1790,N957AT,DTW,-6
2020-01-09,DL,1960,N374NW,DTW,-7
2020-01-09,DL,1963,N312DN,ATL,-4
2020-01-09,DL,2086,N893AT,JFK,-6
2020-01-09,DL,2238,N396DN,ATL,0
2020-01-09,DL,2267,N316NB,DTW,-5
2020-01-09,DL,2349,N311DN,ATL,1
2020-01-09,DL,2409,N364DX,MSP,-3
2020-01-09,DL,2594,N317DN,ATL,-8
2020-01-09,DL,2595,N352NW,ATL,-8
2020-01-09,DL,2602,N361DN,ATL,-4
2020-01-09,DL,2638,N329DN,ATL,-6
2020-01-09,DL,2799,N332DN,ATL,-3
2020-01-09,DL,2811,N395DZ,ATL,0
2020-01-09,DL,2909,N328DN,ATL,-10
2020-01-09,DL,2945,N371NW,DTW,-8
2021-01-09,DL,317,N542US,LAX,-5
2021-01-09,DL,416,N354DN,ATL,-8
2021-01-09,DL,432,N341DN,ATL,-7
2021-01-09,DL,440,N367NW,ATL,-9
2021-01-09,DL,457,N378NW,ATL,-4
2021-01-09,DL,464,N101DQ,ATL,-1
2021-01-09,DL,777,N383DN,SLC,2
2021-01-09,DL,1559,N339NB,DTW,-8
2021-01-09,DL,2006,N339NB,DTW,-6
2021-01-09,DL,2226,N341NW,ATL,12
2022-01-09,DL,306,N344DN,ATL,-4
2022-01-09,DL,307,N111DC,ATL,-5
2022-01-09,DL,342,N717TW,LAX,-3
2022-01-09,DL,361,N391DN,ATL,-5
2022-01-09,DL,395,N319US,ATL,0
2022-01-09,DL,418,N120DN,ATL,13
2022-01-09,DL,459,N395DZ,ATL,-6
2022-01-09,DL,464,N346NB,ATL,-3
2022-01-09,DL,528,N340NW,ATL,-4
2022-01-09,DL,538,N372DN,ATL,4
2022-01-09,DL,760,N6712B,SLC,0
2022-01-09,DL,1343,N348NW,MSP,34
2022-01-09,DL,1530,N321NB,DTW,-6
2022-01-09,DL,1637,N381DZ,DTW,-16
2022-01-09,DL,1740,N348NW,MSP,-9
2022-01-09,DL,2244,N389DN,MSP,-6
2022-01-09,DL,2289,N340NB,MSP,-3
2022-01-09,DL,2623,N103DU,DTW,-3
2022-01-09,DL,2660,N304DN,ATL,-4
2022-01-09,DL,2675,N345NW,MSP,-6
2022-01-09,DL,2885,N133DU,DTW,14
2022-01-09,DL,2995,N349DX,DTW,-6
2023-01-09,DL,316,N324US,ATL,-2
2023-01-09,DL,380,N704X,LAX,7
2023-01-09,DL,392,N317US,ATL,-6
2023-01-09,DL,410,N354DN,ATL,-1
2023-01-09,DL,455,N317US,ATL,-8
2023-01-09,DL,513,N389DA,ATL,10
2023-01-09,DL,665,N371NW,ATL,-6
2023-01-09,DL,683,N555NW,SLC,-3
2023-01-09,DL,687,N372NW,ATL,-4
2023-01-09,DL,759,N373NW,ATL,-3
2023-01-09,DL,967,N373NW,ATL,-8
2023-01-09,DL,972,N372NW,ATL,-10
2023-01-09,DL,1237,N369NB,MSP,-7
2023-01-09,DL,1442,N378NW,DTW,-7
2023-01-09,DL,2309,N339NW,MSP,-6
2023-01-09,DL,2436,N319NB,MSP,-2
2023-01-09,DL,2442,N115DU,MSP,-8
2023-01-09,DL,2476,N365DN,DTW,0
2023-01-09,DL,2560,N398DN,MSP,-13
2023-01-09,DL,2676,N389DN,DTW,37
2023-01-09,DL,2832,N353NW,ATL,-3
2023-01-09,DL,2847,N367NW,DTW,-10
2023-01-09,DL,2849,N363NB,DTW,12
2024-01-09,DL,330,N365NB,ATL,-5
2024-01-09,DL,343,N328NW,ATL,125
2024-01-09,DL,380,N323US,ATL,300
2024-01-09,DL,392,N705TW,LAX,23
2024-01-09,DL,410,N323US,ATL,-6
2024-01-09,DL,426,N342NW,ATL,26
2024-01-09,DL,455,N365NW,ATL,50
2024-01-09,DL,507,N370NW,ATL,9
2024-01-09,DL,553,N523DE,SLC,20
2024-01-09,DL,832,N347NB,ATL,22
2024-01-09,DL,950,N378NW,ATL,103
2024-01-09,DL,1003,N370NW,MCO,-2
2024-01-09,DL,1019,N323NB,MSP,74
2024-01-09,DL,1064,N330NB,MSP,-8
2024-01-09,DL,1085,N368NB,DTW,30
2024-01-09,DL,1138,N331NB,MSP,16
2024-01-09,DL,1193,N347NW,MSP,-16
2024-01-09,DL,1212,N365NW,ATL,111
2024-01-09,DL,1493,N349NW,MSP,-11
2024-01-09,DL,1534,N370NW,ATL,20
2024-01-09,DL,1651,N350NA,DTW,118
2024-01-09,DL,2351,N341NW,MCO,51
2024-01-09,DL,2576,N328NW,MIA,118
2024-01-09,DL,2849,N366NB,DTW,-10
2020-01-10,DL,431,N343NW,DTW,-10
2020-01-10,DL,832,N671DN,SLC,-4
2020-01-10,DL,839,N363NW,ATL,-3
2020-01-10,DL,952,N324DX,MSP,-12
2020-01-10,DL,1139,N337DN,ATL,-6
2020-01-10,DL,1167,N329DN,DTW,4
2020-01-10,DL,1376,N346NB,MSP,-4
2020-01-10,DL,1421,N342DN,DTW,-10
2020-01-10,DL,1464,N339NB,MSP,-3
2020-01-10,DL,1515,N336DX,MSP,-8
2020-01-10,DL,1631,N723TW,LAX,-4
2020-01-10,DL,1764,N340NB,MSP,-8
2020-01-10,DL,1790,N927AT,DTW,12
2020-01-10,DL,1960,N354NW,DTW,-8
2020-01-10,DL,1963,N354DN,ATL,-1
2020-01-10,DL,2086,N952AT,JFK,-7
2020-01-10,DL,2238,N324US,ATL,-5
2020-01-10,DL,2267,N374NW,DTW,-10
2020-01-10,DL,2349,N369DN,ATL,-2
2020-01-10,DL,2409,N368DN,MSP,-5
2020-01-10,DL,2594,N307DX,ATL,-8
2020-01-10,DL,2595,N331NW,ATL,-5
2020-01-10,DL,2602,N324US,ATL,-6
2020-01-10,DL,2638,N334DN,ATL,-2
2020-01-10,DL,2799,N381DZ,ATL,-13
2020-01-10,DL,2811,N377DN,ATL,-7
2020-01-10,DL,2909,N382DN,ATL,-5
2020-01-10,DL,2945,N374NW,DTW,-4
2021-01-10,DL,317,N537US,LAX,-2
2021-01-10,DL,416,N333DX,ATL,-7
2021-01-10,DL,432,N375DN,ATL,80
2021-01-10,DL,440,N312US,ATL,-7
2021-01-10,DL,457,N332NW,ATL,-6
2021-01-10,DL,464,N324DX,ATL,-5
2021-01-10,DL,476,N330DX,ATL,-7
2021-01-10,DL,777,N383DN,SLC,-6
2021-01-10,DL,1559,N370NB,DTW,-4
2021-01-10,DL,2006,N370NB,DTW,-8
2021-01-10,DL,2226,N365NW,ATL,-3
2021-01-10,DL,2276,N359NB,DTW,-13
2022-01-10,DL,306,N378DN,ATL,-3
2022-01-10,DL,307,N317DN,ATL,20
2022-01-10,DL,342,N710TW,LAX,-6
2022-01-10,DL,361,N306DN,ATL,-6
2022-01-10,DL,395,N374NW,ATL,-6
2022-01-10,DL,418,N104DN,ATL,-4
2022-01-10,DL,457,N312US,ATL,-4
2022-01-10,DL,459,N344DN,ATL,-1
2022-01-10,DL,464,N321US,ATL,-5
2022-01-10,DL,528,N370NW,ATL,-3
2022-01-10,DL,538,N390DN,ATL,-9
2022-01-10,DL,760,N550NW,SLC,-3
2022-01-10,DL,1343,N368NB,MSP,-10
2022-01-10,DL,1530,N365NW,DTW,-6
2022-01-10,DL,1637,N346DN,DTW,-5
2022-01-10,DL,1740,N372NW,MSP,-2
2022-01-10,DL,2244,N322DN,MSP,-8
2022-01-10,DL,2289,N321NB,MSP,-2
2022-01-10,DL,2623,N120DU,DTW,-5
2022-01-10,DL,2660,N361DN,ATL,-4
2022-01-10,DL,2675,N348NW,MSP,-4
2022-01-10,DL,2885,N301DU,DTW,-4
2022-01-10,DL,2995,N382DN,DTW,-9
2023-01-10,DL,316,N354NW,ATL,-8
2023-01-10,DL,380,N722TW,LAX,-4
2023-01-10,DL,392,N373NW,ATL,-6
2023-01-10,DL,410,N119DN,ATL,2
2023-01-10,DL,455,N360NW,ATL,51
2023-01-10,DL,513,N323US,ATL,-6
2023-01-10,DL,665,N342NW,ATL,-4
2023-01-10,DL,683,N555NW,SLC,-5
2023-01-10,DL,687,N367NW,ATL,-13
2023-01-10,DL,759,N327NW,ATL,1
2023-01-10,DL,967,N327NW,ATL,-6
2023-01-10,DL,972,N342NW,ATL,8
2023-01-10,DL,1237,N316NB,MSP,-8
2023-01-10,DL,1442,N332NW,DTW,-8
2023-01-10,DL,2309,N336NW,MSP,-8
2023-01-10,DL,2436,N353NB,MSP,-3
2023-01-10,DL,2442,N115DU,MSP,-5
2023-01-10,DL,2476,N389DN,DTW,-4
2023-01-10,DL,2560,N371NB,MSP,-6
2023-01-10,DL,2676,N308DN,DTW,-9
2023-01-10,DL,2832,N337NW,ATL,-5
2023-01-10,DL,2847,N378NW,DTW,-4
2023-01-10,DL,2849,N329NB,DTW,7
2024-01-10,DL,343,N331NW,ATL,-1
2024-01-10,DL,380,N378NW,ATL,-4
2024-01-10,DL,392,N536US,LAX,0
2024-01-10,DL,410,N378NW,ATL,-1
2024-01-10,DL,426,N368NW,ATL,-2
2024-01-10,DL,455,N341NW,ATL,20
2024-01-10,DL,507,N360NW,ATL,-5
2024-01-10,DL,553,N513DA,SLC,41
2024-01-10,DL,832,N342NW,ATL,-21
2024-01-10,DL,950,N378NW,ATL,0
2024-01-10,DL,1003,N323US,MCO,-5
2024-01-10,DL,1019,N323NB,MSP,-4
2024-01-10,DL,1064,N321NB,MSP,-5
2024-01-10,DL,1085,N366NB,DTW,-13
2024-01-10,DL,1138,N370NB,MSP,-6
2024-01-10,DL,1212,N345NW,ATL,-3
2024-01-10,DL,1326,N321DU,DTW,-6
2024-01-10,DL,1493,N367NW,MSP,-11
2024-01-10,DL,1534,N336NW,ATL,-8
2024-01-10,DL,1651,N325US,DTW,-3
2024-01-10,DL,2351,N323US,MCO,-4
2024-01-10,DL,2576,N321US,MIA,-8
2024-01-10,DL,2849,N325NB,DTW,-7
2020-01-11,DL,832,N723TW,SLC,-5
2020-01-11,DL,839,N373NW,ATL,-5
2020-01-11,DL,1139,N348NW,ATL,-8
2020-01-11,DL,1167,N323NB,DTW,-16
2020-01-11,DL,1376,N346NB,MSP,-5
2020-01-11,DL,1421,N355NW,DTW,-6
2020-01-11,DL,1464,N311DN,MSP,-7
2020-01-11,DL,1631,N711ZX,LAX,-2
2020-01-11,DL,1764,N360NW,MSP,-1
2020-01-11,DL,1960,N350NA,DTW,-6
2020-01-11,DL,1963,N343NW,ATL,103
2020-01-11,DL,2086,N953AT,JFK,-5
2020-01-11,DL,2349,N308DN,ATL,44
2020-01-11,DL,2594,N340DN,ATL,-5
2020-01-11,DL,2602,N349DX,ATL,-5
2020-01-11,DL,2799,N312DN,ATL,-5
2020-01-11,DL,2811,N334DN,ATL,9
2020-01-11,DL,2945,N369NB,DTW,-6
2021-01-11,DL,317,N539US,LAX,-5
2021-01-11,DL,416,N395DZ,ATL,-5
2021-01-11,DL,432,N344DN,ATL,-8
2021-01-11,DL,440,N368NW,ATL,-6
2021-01-11,DL,457,N334NW,ATL,-6
2021-01-11,DL,464,N383DZ,ATL,-7
2021-01-11,DL,476,N388DN,ATL,-4
2021-01-11,DL,777,N395DN,SLC,-10
2021-01-11,DL,1559,N339NB,DTW,-6
2021-01-11,DL,2006,N339NB,DTW,-6
2021-01-11,DL,2226,N341NW,ATL,-2
2021-01-11,DL,2276,N329NB,DTW,-14
2022-01-11,DL,306,N301DV,ATL,-8
2022-01-11,DL,307,N376DN,ATL,-3
2022-01-11,DL,342,N721TW,LAX,5
2022-01-11,DL,361,N305DN,ATL,-5
2022-01-11,DL,395,N319US,ATL,-1
2022-01-11,DL,418,N386DN,ATL,-5
2022-01-11,DL,457,N354NW,ATL,-1
2022-01-11,DL,459,N391DN,ATL,-5
2022-01-11,DL,464,N342NW,ATL,-11
2022-01-11,DL,528,N371NW,ATL,-5
2022-01-11,DL,538,N348DN,ATL,-10
2022-01-11,DL,760,N550NW,SLC,-6
2022-01-11,DL,1343,N322NB,MSP,-8
2022-01-11,DL,1530,N351NB,DTW,-7
2022-01-11,DL,1637,N121DU,DTW,18
2022-01-11,DL,1740,N353NW,MSP,15
2022-01-11,DL,2244,N349DX,MSP,-4
2022-01-11,DL,2289,N338NB,MSP,-9
2022-01-11,DL,2623,N125DU,DTW,-14
2022-01-11,DL,2660,N313DN,ATL,0
2022-01-11,DL,2675,N345NW,MSP,0
2022-01-11,DL,2885,N102DU,DTW,-1
2022-01-11,DL,2995,N123DW,DTW,-10
2023-01-11,DL,316,N360NW,ATL,46
2023-01-11,DL,380,N723TW,LAX,-1
2023-01-11,DL,392,N361NW,ATL,126
2023-01-11,DL,410,N396DN,ATL,208
2023-01-11,DL,455,N338NW,ATL,35
2023-01-11,DL,513,N360NW,ATL,2
2023-01-11,DL,665,N342NW,ATL,0
2023-01-11,DL,683,N555NW,SLC,69
2023-01-11,DL,687,N363NW,ATL,48
2023-01-11,DL,759,N317US,ATL,178
2023-01-11,DL,967,N317US,ATL,213
2023-01-11,DL,972,N363NW,ATL,156
2023-01-11,DL,1237,N316NB,MSP,90
2023-01-11,DL,1442,N378NW,DTW,-7
2023-01-11,DL,2309,N369NW,MSP,138
2023-01-11,DL,2436,N360NB,MSP,27
2023-01-11,DL,2442,N106DU,MSP,47
2023-01-11,DL,2476,N365NW,DTW,113
2023-01-11,DL,2560,N352NB,MSP,-4
2023-01-11,DL,2676,N320DN,DTW,43
2023-01-11,DL,2832,N351DN,ATL,105
2023-01-11,DL,2847,N332NW,DTW,29
2023-01-11,DL,2849,N331NB,DTW,108
2024-01-11,DL,330,N323US,ATL,34
2024-01-11,DL,343,N333NW,ATL,-1
2024-01-11,DL,380,N377NW,ATL,-3
2024-01-11,DL,392,N705TW,LAX,-6
2024-01-11,DL,410,N367NW,ATL,-4
2024-01-11,DL,426,N342NW,ATL,-1
2024-01-11,DL,455,N324US,ATL,-2
2024-01-11,DL,507,N357NW,ATL,-9
2024-01-11,DL,553,N527DE,SLC,19
2024-01-11,DL,832,N327NW,ATL,-14
2024-01-11,DL,950,N377NW,ATL,-10
2024-01-11,DL,1003,N327NW,MCO,14
2024-01-11,DL,1019,N343NB,MSP,-9
2024-01-11,DL,1064,N343NB,MSP,-8
2024-01-11,DL,1085,N302NB,DTW,7
2024-01-11,DL,1138,N352NB,MSP,-8
2024-01-11,DL,1193,N347NW,MSP,-13
2024-01-11,DL,1212,N356NW,ATL,-2
2024-01-11,DL,1326,N316DU,DTW,-12
2024-01-11,DL,1493,N375NC,MSP,15
2024-01-11,DL,1534,N327NW,ATL,-6
2024-01-11,DL,1651,N360NW,DTW,-8
2024-01-11,DL,2351,N378NW,MCO,3
2024-01-11,DL,2463,N364NW,MIA,-4
2024-01-11,DL,2849,N330NB,DTW,-6
2020-01-12,DL,431,N358NW,DTW,0
2020-01-12,DL,832,N695DL,SLC,42
2020-01-12,DL,839,N354NW,ATL,-10
2020-01-12,DL,952,N337DN,MSP,-7
2020-01-12,DL,1139,N321US,ATL,-5
2020-01-12,DL,1167,N387DN,DTW,57
2020-01-12,DL,1464,N340NB,MSP,-4
2020-01-12,DL,1515,N363DN,MSP,-8
2020-01-12,DL,1631,N712TW,LAX,-7
2020-01-12,DL,1764,N339NB,MSP,-5
2020-01-12,DL,1790,N371NB,DTW,-5
2020-01-12,DL,1960,N331NW,DTW,-4
2020-01-12,DL,1963,N394DX,ATL,-2
2020-01-12,DL,2086,N988DN,JFK,-7
2020-01-12,DL,2238,N374DX,ATL,-9
2020-01-12,DL,2267,N317NB,DTW,-7
2020-01-12,DL,2349,N323DN,ATL,-4
2020-01-12,DL,2409,N306DN,MSP,-2
2020-01-12,DL,2594,N357DN,ATL,-5
2020-01-12,DL,2602,N355DN,ATL,-4
2020-01-12,DL,2638,N388DN,ATL,-5
2020-01-12,DL,2799,N330DX,ATL,-1
2020-01-12,DL,2811,N373DX,ATL,-6
2020-01-12,DL,2909,N318DX,ATL,-7
2020-01-12,DL,2945,N330NW,DTW,-8
2021-01-12,DL,317,N543US,LAX,-6
2021-01-12,DL,416,N340DN,ATL,-3
2021-01-12,DL,432,N388DN,ATL,-7
2021-01-12,DL,440,N366NW,ATL,-6
2021-01-12,DL,457,N331NW,ATL,-7
2021-01-12,DL,464,N398DN,ATL,-4
2021-01-12,DL,777,N3764D,SLC,-7
2021-01-12,DL,1559,N339NB,DTW,-6
2021-01-12,DL,2006,N333NB,DTW,-6
2021-01-12,DL,2226,N366NW,ATL,-7
2021-01-12,DL,2276,N322NB,DTW,-6
2022-01-12,DL,306,N311DN,ATL,-4
2022-01-12,DL,307,N355DN,ATL,-7
2022-01-12,DL,342,N702TW,LAX,64
2022-01-12,DL,361,N337DN,ATL,-4
2022-01-12,DL,395,N320US,ATL,-3
2022-01-12,DL,418,N386DN,ATL,93
2022-01-12,DL,457,N348NW,ATL,9
2022-01-12,DL,459,N303DN,ATL,9
2022-01-12,DL,464,N371NW,ATL,27
2022-01-12,DL,528,N353NW,ATL,-4
2022-01-12,DL,538,N306DN,ATL,-8
2022-01-12,DL,760,N550NW,SLC,-3
2022-01-12,DL,1343,N360NB,MSP,96
2022-01-12,DL,1530,N359NB,DTW,-5
2022-01-12,DL,1637,N126DU,DTW,-3
2022-01-12,DL,1740,N375NC,MSP,-9
2022-01-12,DL,2244,N398DN,MSP,-8
2022-01-12,DL,2289,N332NB,MSP,-11
2022-01-12,DL,2623,N125DU,DTW,-4
2022-01-12,DL,2660,N107DN,ATL,92
2022-01-12,DL,2675,N364NW,MSP,-6
2022-01-12,DL,2885,N133DU,DTW,-4
2022-01-12,DL,2995,N387DN,DTW,-5
2023-01-12,DL,316,N338NW,ATL,-8
2023-01-12,DL,380,N723TW,LAX,19
2023-01-12,DL,392,N337NW,ATL,36
2023-01-12,DL,410,N376DN,ATL,13
2023-01-12,DL,455,N363NW,ATL,22
2023-01-12,DL,513,N365NW,ATL,-1
